,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1099,45,0,1,4,1,3,3,2,7441,1,0,12,3,3,10,4,3,10,8,7,7
1100,35,0,28,4,2,2,1,3,2430,0,0,23,4,2,6,5,3,5,3,4,2
1101,32,0,5,2,4,2,2,2,5878,3,0,12,3,1,12,2,3,7,1,2,5
1102,36,0,2,4,3,3,1,4,2644,3,1,21,4,0,7,3,2,3,2,1,2
1103,48,0,16,4,3,3,2,3,6439,8,0,14,3,1,18,2,3,8,7,7,7
1104,29,0,9,3,3,4,1,3,2451,6,0,18,3,2,5,2,2,1,0,0,0
1105,33,0,8,4,1,3,2,1,6392,2,0,13,3,1,8,6,1,2,2,2,2
1107,38,0,10,4,3,3,2,3,6077,3,0,11,3,0,10,2,3,6,3,1,2
1108,35,0,1,3,4,2,1,1,2450,1,0,19,3,0,3,3,3,3,0,1,2
1109,30,0,29,4,3,3,3,2,9250,3,0,12,3,1,9,3,3,4,2,1,3
1113,32,0,1,4,4,3,2,1,4087,4,0,14,3,1,9,3,2,6,5,1,2
1114,48,0,15,4,3,3,1,1,2367,8,0,12,3,1,10,3,2,8,2,7,6
1115,34,0,7,4,1,3,1,4,2972,1,0,13,3,0,1,4,1,1,0,0,0
1116,55,0,26,5,3,2,5,4,19586,1,0,21,4,1,36,3,3,36,6,2,13
1117,34,0,1,4,2,3,2,4,5484,9,0,17,3,1,9,3,2,2,2,2,1
1118,26,0,3,3,1,3,1,4,2061,1,0,21,4,0,1,5,3,1,0,0,0
1119,38,0,14,3,3,3,2,2,9924,0,0,11,3,1,10,3,3,9,8,7,7
1120,38,0,16,3,2,3,2,2,4198,2,0,12,3,0,8,5,4,3,2,1,2
1121,36,0,1,4,2,3,2,3,6815,6,0,13,3,0,15,5,3,1,0,0,0
1122,29,0,3,1,2,3,1,1,4723,1,1,18,3,0,10,3,3,10,9,1,5
1123,35,0,10,4,1,3,2,3,6142,3,1,16,3,0,10,4,3,5,2,0,4
1124,39,0,6,3,4,4,3,3,8237,2,0,11,3,1,11,3,3,7,6,7,6
1125,29,0,2,1,1,3,2,4,8853,1,0,19,3,1,6,0,4,6,4,1,3
1126,50,0,9,3,3,3,5,3,19331,4,1,16,3,1,27,2,3,1,0,0,0
1127,23,0,10,3,4,4,1,3,2073,2,0,16,3,1,4,2,3,2,2,2,2
1128,36,0,6,4,1,4,2,1,5562,3,1,13,3,1,9,3,3,3,2,0,2
1129,42,0,9,2,4,2,5,4,19613,8,0,22,4,0,24,2,3,1,0,0,1
1130,35,0,28,3,2,4,2,3,3407,1,0,17,3,2,10,3,2,10,9,6,8
1131,34,0,10,4,4,2,2,3,5063,1,0,14,3,1,8,3,2,8,2,7,7
1132,40,0,14,2,4,3,2,1,4639,1,0,15,3,1,5,2,3,5,4,1,2
1133,43,0,27,3,4,4,1,2,4876,5,0,12,3,1,8,0,3,6,4,0,2
1134,35,0,7,2,3,2,1,4,2690,1,0,18,3,1,1,5,2,1,0,0,1
1135,46,0,1,4,4,4,4,1,17567,1,0,15,3,0,27,5,1,26,0,0,12
1137,22,0,26,2,2,2,1,3,2814,1,1,14,3,0,4,2,2,4,2,1,3
1138,50,0,20,5,2,3,4,3,11245,2,1,15,3,1,32,3,3,30,8,12,13
1139,32,0,5,4,2,4,1,4,3312,3,0,17,3,2,6,3,3,3,2,0,2
1140,44,0,7,3,2,3,5,4,19049,0,1,14,3,1,23,4,2,22,7,1,10
1141,30,0,7,3,2,2,1,2,2141,1,0,12,3,1,6,3,2,6,4,1,1
1142,45,0,5,5,3,1,2,1,5769,1,1,14,3,0,10,3,3,10,7,1,4
1143,45,0,26,3,1,2,2,1,4385,1,0,15,3,1,10,2,3,10,7,4,5
1144,31,0,2,4,4,3,2,1,5332,7,0,13,3,0,10,3,3,5,2,0,3
1145,36,0,12,4,3,3,2,3,4663,9,1,12,3,2,7,2,3,3,2,1,1
1146,34,0,10,4,3,4,2,4,4724,1,0,13,3,1,9,3,3,9,7,7,2
1147,49,0,25,4,3,3,1,1,3211,1,0,14,3,1,10,3,2,9,6,1,4
1148,39,0,10,5,2,3,2,1,5377,2,0,13,3,3,10,3,3,7,7,7,7
1149,27,0,19,3,4,2,1,1,4066,1,0,11,3,2,7,3,3,7,7,0,7
1150,35,0,18,5,2,4,2,1,5208,1,0,11,3,0,16,2,3,16,15,1,10
1151,28,0,27,3,2,1,2,1,4877,0,0,21,4,1,6,5,2,5,3,0,0
1152,21,0,5,1,3,3,1,4,3117,1,0,18,3,0,3,2,3,2,2,2,2
1154,47,0,26,4,4,3,5,3,19658,3,0,11,3,1,27,2,3,5,2,1,0
1155,39,0,3,2,3,2,2,3,3069,0,0,15,3,1,11,3,3,10,8,0,7
1156,40,0,15,3,1,2,3,3,10435,1,0,13,3,2,18,2,3,18,15,14,12
1157,35,0,8,4,3,3,2,3,4148,1,0,12,3,1,15,5,3,14,11,2,9
1158,37,0,19,3,3,3,2,3,5768,3,0,17,3,3,9,2,2,4,3,0,2
1159,39,0,4,3,1,3,2,3,5042,0,0,13,3,0,10,2,1,9,2,3,8
1160,45,0,2,2,4,2,2,4,5770,1,0,19,3,2,10,3,3,10,7,3,9
1161,38,0,2,2,4,2,3,3,7756,3,1,19,3,1,10,6,4,5,4,0,2
1163,37,0,10,3,2,3,1,2,3936,1,0,11,3,1,8,2,1,8,4,7,7
1164,40,0,16,3,3,3,3,4,7945,6,1,15,3,0,18,2,2,4,2,3,3
1165,44,0,1,5,1,3,2,4,5743,4,1,11,3,0,14,3,3,10,7,0,2
1166,48,0,4,5,3,2,4,4,15202,2,0,25,4,1,23,3,3,2,2,2,2
1168,24,0,2,1,1,3,1,4,3760,1,1,13,3,0,6,2,3,6,3,1,3
1169,27,0,8,3,2,4,1,3,3517,7,0,17,3,0,5,0,3,3,2,0,2
1170,27,0,2,3,4,3,1,4,2580,2,0,13,3,0,6,0,2,4,2,1,2
1172,29,0,10,3,3,2,2,3,5869,9,0,11,3,0,8,2,3,5,2,1,4
1173,36,0,5,4,2,3,3,1,8008,4,0,12,3,2,9,6,3,3,2,0,2
1174,25,0,2,1,4,4,2,3,5206,1,0,17,3,2,7,6,3,7,7,0,7
1175,39,0,12,3,4,3,2,2,5295,4,0,21,4,0,7,3,3,5,4,1,0
1176,49,0,22,4,1,3,4,2,16413,3,0,16,3,2,27,2,3,4,2,1,2
1177,50,0,17,5,4,2,3,1,13269,5,0,15,3,3,19,3,3,14,11,1,11
1178,20,0,2,3,3,3,1,3,2783,1,0,19,3,0,2,3,3,2,2,2,2
1179,34,0,3,3,4,3,2,2,5433,1,0,12,3,1,11,2,3,11,8,7,9
1180,36,0,7,3,1,3,1,2,2013,2,0,11,3,0,15,4,3,4,3,1,3
1181,49,0,6,1,3,2,4,3,13966,2,1,19,3,1,30,3,3,15,11,2,12
1182,36,0,1,4,4,2,2,3,4374,0,0,15,3,0,4,6,3,3,2,1,2
1183,36,0,3,2,4,4,2,1,6842,6,0,20,4,1,13,3,3,5,4,0,4
1184,54,0,22,5,2,3,4,3,17426,3,0,25,4,1,36,6,3,10,8,4,7
1185,43,0,15,2,3,2,4,3,17603,1,0,24,4,1,14,3,3,14,10,6,11
1187,38,0,1,3,4,3,2,4,4735,7,0,15,3,2,19,4,4,13,11,2,9
1188,29,0,5,3,1,2,2,2,4187,1,1,13,3,1,10,3,2,10,0,0,9
1189,33,0,2,4,4,3,2,4,5505,1,0,14,3,2,6,5,3,6,2,0,4
1190,32,0,2,3,4,3,2,2,5470,0,0,13,3,2,10,4,2,9,5,1,6
1191,31,0,5,4,1,3,2,4,5476,1,0,11,3,2,10,2,3,10,0,0,2
1192,49,0,16,3,4,3,1,1,2587,4,1,16,3,1,17,2,2,2,2,2,2
1193,38,0,2,3,4,2,1,2,2440,1,0,22,4,0,4,3,3,4,3,3,3
1194,47,0,2,4,2,4,4,2,15972,6,0,14,3,3,29,2,3,3,2,1,2
1195,49,0,1,3,3,3,4,3,15379,4,0,14,3,0,23,2,3,8,7,0,0
1196,41,0,23,2,4,3,3,3,7082,3,1,16,3,0,21,2,3,2,0,0,2
1197,20,0,9,1,4,3,1,1,2728,1,0,11,3,0,2,3,3,2,2,0,2
1198,33,0,16,3,3,3,2,4,5368,1,1,25,4,1,7,2,3,6,5,1,2
1199,36,0,26,4,1,3,2,3,5347,6,0,14,3,2,10,2,2,3,2,0,2
1200,44,0,1,3,3,3,1,4,3195,4,1,18,3,3,8,2,3,2,2,2,2
1202,38,0,4,2,4,3,1,3,3306,7,0,19,3,1,7,5,2,0,0,0,0
1203,53,0,24,4,2,4,3,4,7005,3,0,15,3,0,11,2,3,4,3,1,2
1206,26,0,7,3,4,3,1,4,2570,1,0,20,4,0,7,5,3,7,7,5,7
1207,55,0,22,3,1,2,1,2,3537,5,0,12,3,1,8,1,3,4,2,1,2
1208,34,0,5,2,2,2,2,4,3986,1,0,14,3,1,15,3,4,15,10,4,13
1209,60,0,1,4,3,1,3,4,10883,3,0,20,4,1,19,2,4,1,0,0,0
1210,33,0,21,3,2,4,1,2,2028,1,0,18,3,3,14,6,3,14,11,2,13
1211,37,0,1,4,3,1,2,4,9525,1,0,14,3,2,6,2,2,6,3,1,3
1212,34,0,19,3,2,2,1,4,2929,1,0,12,3,0,10,3,3,10,9,8,7
1214,44,0,2,3,3,4,3,4,7879,1,1,19,3,1,9,2,3,8,7,6,7
1215,35,0,2,4,1,2,1,4,4930,0,1,14,3,0,6,2,4,5,4,1,4
1216,43,0,2,3,4,3,2,4,7847,1,1,17,3,1,10,3,3,10,9,8,8
1217,24,0,9,3,3,4,1,3,4401,1,0,16,3,1,5,1,3,5,3,0,4
1218,41,0,6,3,4,3,3,3,9241,1,0,12,3,0,10,3,3,10,8,8,7
1219,29,0,9,4,4,3,1,3,2974,9,0,17,3,1,9,2,3,5,3,1,2
1220,36,0,2,4,3,3,2,4,4502,3,0,15,3,0,17,2,2,13,7,6,7
1221,45,0,1,1,3,2,3,3,10748,3,0,23,4,1,25,3,2,23,15,14,4
1224,26,0,17,4,4,1,1,3,2305,1,0,15,3,3,3,3,4,3,2,0,2
1225,45,0,28,2,4,2,4,2,16704,1,0,11,3,0,21,2,3,21,6,8,6
1226,32,0,10,3,1,3,1,3,3433,6,0,13,3,1,10,3,2,5,2,1,3
1227,31,0,2,4,2,3,1,3,3477,1,0,14,3,1,6,2,4,5,2,0,3
1228,41,0,4,3,3,1,2,2,6430,6,0,19,3,1,10,4,3,3,2,1,2
1229,40,0,8,2,2,3,2,1,6516,2,1,16,3,1,18,3,3,1,0,0,0
1230,24,0,29,1,2,3,1,1,3907,1,0,13,3,3,6,2,4,6,2,1,2
1231,46,0,13,4,3,3,2,2,5562,6,0,14,3,0,19,3,3,10,7,0,9
1232,35,0,27,4,4,3,2,3,6883,2,0,16,3,1,17,3,3,7,7,0,7
1233,30,0,16,1,2,3,1,4,2862,1,0,12,3,1,10,2,2,10,0,0,8
1234,47,0,2,4,3,3,2,2,4978,7,0,11,3,1,4,3,1,1,0,0,0
1235,46,0,2,3,3,3,3,4,10368,4,1,12,3,1,13,5,2,10,6,0,3
1238,23,0,4,1,3,3,1,2,3295,1,0,13,3,0,3,3,1,3,2,1,2
1239,31,0,24,1,4,3,2,4,5238,2,0,20,4,0,9,3,2,5,4,1,4
1240,39,0,1,3,4,3,2,4,6472,1,1,15,3,1,9,2,3,9,8,5,8
1241,32,0,19,3,4,1,3,3,9610,3,0,13,3,1,10,2,1,4,3,0,2
1242,40,0,7,4,2,3,5,2,19833,1,0,14,3,0,21,3,2,21,8,12,8
1243,45,0,4,3,3,1,3,3,9756,4,0,21,4,2,9,2,4,5,0,0,3
1244,30,0,2,4,4,2,1,1,4968,0,0,16,3,0,10,2,3,9,7,0,7
1245,24,0,10,3,1,3,1,4,2145,0,0,14,3,1,3,2,3,2,2,2,1
1247,31,0,5,3,1,3,2,3,8346,1,0,19,3,1,6,3,3,5,2,0,2
1248,27,0,8,3,3,3,1,4,3445,1,0,11,3,0,6,5,2,6,2,1,4
1250,29,0,1,3,4,4,2,3,6294,8,1,12,3,0,10,5,4,3,2,0,2
1251,30,0,15,2,3,2,3,1,7140,2,0,11,3,1,12,2,3,7,7,1,7
1252,34,0,2,4,4,4,1,4,2932,0,1,14,3,3,6,3,3,5,0,1,2
1253,33,0,2,3,4,3,2,2,5147,8,0,15,3,0,13,2,2,11,7,1,7
1254,49,0,11,4,4,3,2,4,4507,3,0,12,3,0,8,1,4,5,1,0,4
1256,38,0,2,2,3,2,1,2,2468,4,0,14,3,1,9,4,2,6,1,0,5
1258,29,0,4,3,4,2,1,1,2109,1,0,13,3,1,1,2,3,1,0,0,0
1259,30,0,16,3,3,4,2,3,5294,3,0,16,3,1,10,3,3,7,0,1,7
1260,32,0,5,4,2,3,1,2,2718,2,0,14,3,0,12,3,3,7,7,0,7
1261,38,0,18,3,2,1,2,4,5811,3,1,16,3,1,15,2,3,1,0,1,0
1263,42,0,12,3,2,3,1,2,2766,8,0,22,4,3,7,6,2,5,3,0,4
1264,55,0,2,3,3,2,5,1,19038,8,0,12,3,3,34,2,3,1,0,0,0
1265,33,0,4,3,4,3,2,2,3055,5,0,15,3,2,11,2,2,9,8,1,7
1266,41,0,9,4,3,3,1,1,2289,1,0,20,4,2,5,2,3,5,3,0,4
1267,34,0,10,3,4,3,2,3,4001,1,1,14,3,1,15,3,3,15,14,0,7
1268,53,0,1,4,1,2,4,3,12965,4,1,20,4,3,27,2,2,3,2,0,2
1269,43,0,2,3,2,3,1,4,3539,0,0,13,3,0,10,5,3,9,7,1,8
1270,34,0,3,2,4,1,2,4,6029,5,0,12,3,0,6,3,3,2,2,2,2
1272,38,0,6,2,4,2,1,3,3702,1,0,11,3,1,5,3,3,5,4,0,4
1274,31,0,29,4,1,2,2,4,5468,1,0,14,3,2,13,3,3,12,7,5,7
1275,51,0,3,3,1,3,3,3,13116,2,0,11,3,0,15,2,3,2,2,2,2
1276,37,0,9,2,2,2,2,2,4189,1,0,14,3,2,5,2,3,5,2,0,3
1277,46,0,2,4,3,3,5,4,19328,7,1,17,3,1,24,3,3,2,1,2,2
1278,36,0,10,3,4,3,3,1,8321,7,1,13,3,1,15,1,3,12,8,5,7
1280,37,0,8,2,3,3,2,2,4071,2,0,13,3,0,19,4,2,10,0,4,7
1282,33,0,8,4,4,4,1,1,3143,6,0,19,3,1,14,1,3,10,8,7,6
1283,28,0,1,3,3,3,1,4,2044,1,0,11,3,1,5,6,4,5,3,0,3
1284,39,0,10,1,3,3,3,3,13464,7,0,21,4,0,9,3,3,4,3,2,2
1285,46,0,26,2,2,2,2,2,7991,8,0,15,3,0,6,3,3,2,2,2,2
1286,40,0,2,2,3,3,1,1,3377,4,0,17,3,1,7,5,2,4,3,0,2
1287,42,0,13,3,2,4,2,1,5538,5,0,18,3,2,10,2,2,0,0,0,0
1288,35,0,2,2,2,3,2,4,5762,2,0,14,3,1,15,6,3,7,7,1,7
1289,38,0,2,3,1,3,1,2,2592,5,0,13,3,3,13,3,3,11,10,3,8
1292,39,0,20,3,3,3,2,4,4127,2,0,18,3,1,7,6,3,2,1,2,2
1293,43,0,9,3,1,3,1,3,2438,4,0,13,3,0,7,2,2,3,2,1,2
1294,41,0,5,3,2,4,2,2,6870,3,0,12,3,0,11,3,1,3,2,1,2
1295,41,0,4,1,3,3,3,3,10447,0,1,13,3,1,23,3,4,22,14,13,5
1296,30,0,10,3,1,3,3,3,9667,9,0,14,3,0,9,3,3,7,7,0,2
1299,40,0,1,3,3,3,2,4,6513,4,0,17,3,1,12,3,3,5,3,0,3
1300,34,0,8,2,2,4,2,3,6799,1,0,21,4,2,10,5,3,10,8,4,8
1301,58,0,2,3,2,3,4,2,16291,4,0,22,4,1,37,0,2,16,9,14,14
1302,35,0,23,4,2,1,1,3,2705,0,0,16,3,1,6,2,4,5,4,0,3
1303,47,0,4,3,3,2,3,2,10333,8,1,12,3,1,28,4,3,22,11,14,10
1304,40,0,12,3,2,3,2,1,4448,2,0,12,3,1,15,3,3,7,4,7,7
1305,54,0,7,4,4,3,2,4,6854,4,0,15,3,1,14,2,2,7,1,1,7
1306,31,0,7,4,1,3,3,1,9637,2,0,14,3,2,9,3,3,3,2,2,2
1307,28,0,1,3,3,3,1,1,3591,1,0,25,4,1,3,3,3,3,2,1,2
1308,38,0,2,4,2,1,2,4,5405,2,1,20,4,2,20,4,2,4,2,0,3
1309,26,0,10,3,3,3,2,4,4684,1,0,13,3,0,5,4,3,5,3,1,2
1310,58,0,15,4,1,3,4,3,15787,2,1,14,3,0,23,3,3,2,2,2,2
1311,18,0,14,3,2,3,1,3,1514,1,0,16,3,0,0,4,1,0,0,0,0
1314,45,0,2,4,3,3,2,3,5154,4,0,22,4,2,10,3,4,8,7,5,7
1315,36,0,2,4,4,3,2,2,6962,4,1,22,4,1,15,2,3,1,0,0,0
1316,43,0,2,4,1,3,2,4,5675,1,0,20,4,1,7,5,3,7,7,7,7
1317,27,0,5,2,4,3,1,4,2379,0,1,14,3,0,6,3,2,5,4,0,2
1318,29,0,20,1,4,3,1,4,3812,1,0,13,3,0,11,3,4,11,8,3,10
1319,32,0,10,4,4,3,2,4,4648,8,0,13,3,0,4,2,4,0,0,0,0
1320,42,0,10,4,3,3,1,3,2936,3,0,22,4,2,10,1,2,6,3,3,3
1321,47,0,9,4,2,3,1,3,2105,4,0,12,3,0,7,2,3,2,2,2,0
1322,46,0,2,2,4,3,3,4,8578,3,0,14,3,1,12,4,2,9,8,4,7
1323,28,0,1,2,3,3,1,4,2706,1,0,15,3,1,3,2,3,3,2,2,2
1324,29,0,29,1,4,1,2,3,6384,8,0,17,3,2,11,3,3,7,0,1,6
1325,42,0,8,3,4,3,1,3,3968,4,0,13,3,0,8,3,3,0,0,0,0
1327,46,0,3,3,1,4,4,1,13225,2,0,12,3,1,25,5,3,19,17,2,8
1328,27,0,23,1,2,2,2,3,3540,1,0,21,4,1,9,5,3,9,8,5,8
1329,29,0,6,1,4,2,1,2,2804,1,0,11,3,0,1,3,3,1,0,0,0
1330,43,0,6,3,1,2,5,3,19392,7,0,13,3,0,21,2,3,16,12,6,14
1331,48,0,10,3,4,2,5,2,19665,4,0,12,3,0,29,3,3,22,10,12,9
1334,27,0,15,3,4,2,1,1,4774,0,0,19,3,1,8,2,2,7,6,7,3
1335,39,0,19,4,4,3,2,4,3902,8,0,14,3,3,7,2,3,2,2,2,2
1336,55,0,2,4,2,2,1,4,2662,8,0,20,4,1,19,2,4,5,2,0,4
1337,28,0,3,3,2,3,1,2,2856,1,0,19,3,1,1,3,3,1,0,0,0
1340,36,0,10,4,2,2,2,3,5673,1,1,13,3,1,10,4,3,10,9,1,7
1341,31,0,20,3,2,3,2,3,4197,1,0,11,3,1,10,2,3,10,8,0,2
1342,34,0,4,3,3,3,3,4,9713,2,1,13,3,3,9,3,3,5,3,1,0
1343,29,0,7,3,4,3,1,1,2062,3,0,14,3,0,11,2,3,3,2,1,2
1344,37,0,7,4,4,3,2,1,4284,5,1,22,4,1,16,2,3,5,3,0,4
1345,35,0,16,2,4,2,2,2,4788,0,1,11,3,0,4,2,3,3,2,0,2
1346,45,0,25,2,2,2,2,4,5906,0,0,13,3,2,10,2,2,9,8,3,8
1347,36,0,2,1,2,2,2,4,3886,1,0,21,4,0,10,2,2,10,1,0,8
1348,40,0,1,4,1,3,4,1,16823,2,0,11,3,1,22,3,3,19,7,11,16
1349,26,0,1,2,2,2,1,3,2933,1,1,13,3,1,1,3,2,1,0,1,0
1350,27,0,2,2,1,4,2,3,6500,0,0,14,3,0,9,5,2,8,7,0,7
1351,48,0,22,3,4,3,4,4,17174,3,0,11,3,1,24,3,3,22,17,4,7
1352,44,0,1,4,2,4,2,1,5033,2,0,15,3,1,10,5,3,2,0,2,2
1355,36,0,17,2,3,2,2,2,5507,2,0,16,3,2,12,1,1,4,2,1,3
1356,41,0,8,3,3,3,2,2,4393,5,0,21,4,1,14,3,3,5,4,1,4
1357,42,0,6,3,3,3,3,1,13348,9,0,13,3,1,18,3,4,13,7,5,7
1358,31,0,10,2,3,3,2,4,6583,2,1,11,3,1,8,2,3,5,2,1,4
1359,34,0,3,1,4,2,2,4,8103,3,1,12,3,0,9,3,2,4,2,0,1
1360,31,0,4,3,1,4,1,3,3978,8,0,12,3,1,4,0,2,2,2,2,2
1361,26,0,6,3,3,4,1,4,2544,0,0,18,3,1,8,3,3,7,7,7,7
1362,45,0,1,4,2,3,2,3,5399,4,0,12,3,0,12,3,3,4,2,0,3
1363,33,0,10,4,2,3,2,3,5487,1,0,14,3,0,10,2,2,10,4,0,9
1364,28,0,1,2,3,2,2,4,6834,1,1,12,3,1,7,2,3,7,7,0,7
1366,39,0,21,4,1,1,2,3,5736,6,0,19,3,1,10,1,3,3,2,1,2
1367,27,0,2,4,2,3,1,2,2226,1,0,11,3,1,6,3,2,5,3,1,2
1368,34,0,22,4,3,2,2,4,5747,1,1,15,3,0,16,3,3,15,10,6,11
1370,47,0,14,4,3,3,2,2,5467,8,0,18,3,1,16,4,4,8,7,1,7
1371,56,0,11,5,4,2,2,1,5380,4,0,16,3,1,6,3,3,0,0,0,0
1372,39,0,9,2,1,3,2,1,5151,1,0,25,4,1,10,3,3,10,0,7,9
1373,38,0,8,3,4,2,2,2,2133,1,1,16,3,1,20,3,3,20,11,0,7
1374,58,0,21,3,4,3,4,4,17875,4,1,13,3,1,29,2,2,1,0,0,0
1376,38,0,9,2,2,3,1,4,4771,2,0,19,3,2,10,0,4,5,2,0,3
1377,49,0,2,1,2,3,5,4,19161,3,0,15,3,0,28,3,3,5,4,4,3
1378,42,0,12,4,2,3,2,4,5087,3,1,12,3,2,14,4,3,0,0,0,0
1380,35,0,18,4,2,3,2,1,5561,0,0,16,3,1,6,2,1,5,3,0,4
1381,28,0,16,3,3,3,1,3,2144,1,0,14,3,0,5,3,2,5,3,1,4
1382,31,0,3,2,3,3,1,1,3065,1,1,13,3,1,4,3,4,4,2,2,3
1383,36,0,9,4,1,4,1,2,2810,1,0,22,4,0,5,3,3,5,4,0,2
1384,34,0,1,3,1,3,3,4,9888,1,0,21,4,0,14,3,2,14,8,2,1
1385,34,0,13,4,4,3,3,3,8628,1,0,18,3,1,9,2,2,8,7,1,1
1386,26,0,1,3,3,3,1,1,2867,0,0,13,3,0,8,6,2,7,7,7,6
1387,29,0,1,3,1,3,2,1,5373,0,0,12,3,1,6,5,2,5,3,0,2
1388,32,0,15,4,3,3,2,4,6667,5,0,18,3,1,9,6,3,5,1,1,2
1389,31,0,1,3,4,1,2,1,5003,1,0,21,4,0,10,6,3,10,8,8,7
1391,38,0,1,3,1,2,1,1,2858,4,0,14,3,0,20,3,2,1,0,0,0
1392,35,0,7,4,3,3,2,4,5204,1,1,11,3,0,10,2,3,10,8,0,9
1393,27,0,9,3,4,3,2,4,4105,1,0,14,3,0,7,5,3,7,7,0,7
1394,32,0,5,4,4,2,2,4,9679,8,0,24,4,0,8,1,3,1,0,0,0
1397,54,0,9,2,1,3,2,3,2897,3,0,11,3,2,9,6,2,4,3,2,3
1398,33,0,7,2,4,3,2,3,5968,1,0,20,4,3,9,2,3,9,7,2,8
1399,43,0,11,3,1,3,3,3,7510,1,0,17,3,1,10,1,3,10,9,0,9
1400,38,0,1,4,4,3,1,2,2991,0,1,11,3,1,7,2,3,6,2,1,2
1401,55,0,26,4,3,4,5,2,19636,4,1,18,3,1,35,0,3,10,9,1,4
1402,31,0,2,1,4,1,1,4,1129,1,1,11,3,3,1,4,3,1,0,0,0
1403,39,0,15,4,2,3,4,1,13341,0,0,12,3,0,21,3,3,20,8,11,10
1404,42,0,23,2,4,2,2,3,4332,1,0,12,3,0,20,2,3,20,9,3,7
1405,31,0,10,3,3,3,3,3,11031,4,0,20,4,1,13,2,4,11,7,4,8
1406,54,0,10,3,3,3,2,1,4440,6,1,19,3,0,9,3,3,5,2,1,4
1407,24,0,1,2,2,2,2,3,4617,1,0,12,3,0,4,2,2,4,3,1,2
1408,23,0,12,2,4,3,1,4,2647,1,0,13,3,0,5,6,4,5,2,1,4
1409,40,0,11,3,4,3,2,3,6323,1,0,11,3,1,10,2,4,10,9,9,4
1410,40,0,2,2,2,3,2,2,5677,3,0,14,3,1,15,4,3,11,8,5,10
1411,25,0,2,3,3,3,1,2,2187,4,0,14,3,0,6,3,3,2,0,1,2
1412,30,0,1,2,4,3,1,2,3748,1,0,13,3,0,12,6,2,12,8,1,7
1413,25,0,2,1,4,3,1,3,3977,6,1,19,3,1,7,2,2,2,2,0,2
1414,47,0,25,3,1,3,3,3,8633,2,0,23,4,0,25,3,3,17,14,12,11
1415,33,0,1,2,2,2,1,3,2008,1,0,12,3,3,1,2,2,1,1,0,0
1416,38,0,1,4,4,3,2,2,4440,0,0,15,3,2,16,3,3,15,13,5,8
1417,31,0,2,2,1,3,1,3,3067,0,0,19,3,1,3,1,3,2,2,1,2
1418,38,0,6,4,1,2,2,3,5321,2,0,11,3,1,10,1,3,8,3,7,7
1419,42,0,18,4,4,3,2,1,5410,6,1,17,3,1,9,3,2,4,3,1,2
1420,41,0,1,3,4,3,1,4,2782,3,0,22,4,1,12,3,3,5,3,1,0
1421,47,0,1,1,3,3,3,2,11957,0,0,18,3,2,14,3,1,13,8,5,12
1422,35,0,11,4,4,3,1,3,2660,7,1,11,3,1,5,3,3,2,2,2,2
1423,22,0,1,2,4,3,1,3,3375,0,0,12,3,0,4,2,4,3,2,1,2
1424,35,0,9,4,2,3,2,3,5098,1,0,19,3,0,10,5,3,10,7,0,8
1425,33,0,15,2,2,3,2,4,4878,0,1,13,3,1,10,6,3,9,7,8,1
1426,32,0,29,4,3,2,1,2,2837,1,0,13,3,0,6,3,3,6,2,4,1
1427,40,0,1,4,1,3,1,4,2406,8,0,19,3,2,8,3,2,1,0,0,0
1428,32,0,1,4,2,2,1,2,2269,0,0,14,3,1,3,2,3,2,2,2,2
1429,39,0,24,1,1,3,2,4,4108,7,0,13,3,0,18,2,3,7,7,1,7
1430,38,0,10,3,2,1,3,3,13206,3,0,12,3,1,20,3,3,18,16,1,11
1431,32,0,1,4,3,3,3,4,10422,1,0,19,3,2,14,3,3,14,10,5,7
1432,37,0,10,3,3,4,3,4,13744,1,1,25,4,1,16,2,3,16,11,6,8
1433,25,0,8,2,1,3,2,3,4907,0,1,22,4,1,6,3,2,5,3,0,4
1434,52,0,29,4,1,3,1,4,3482,2,0,15,3,2,16,3,2,9,8,0,0
1435,44,0,1,3,2,3,1,4,2436,6,1,12,3,0,6,2,3,4,3,1,2
1436,21,0,5,1,3,3,1,1,2380,1,1,11,3,0,2,6,3,2,2,1,2
1437,39,0,9,3,4,3,5,4,19431,2,0,13,3,0,21,3,2,6,0,1,3
1439,36,0,3,3,1,2,3,4,7644,0,0,19,3,2,10,2,3,9,7,3,4
1440,36,0,4,2,4,3,2,2,5131,7,0,13,3,3,18,3,3,4,2,0,2
1441,56,0,1,4,3,3,2,3,6306,1,0,21,4,1,13,2,2,13,12,1,9
1443,42,0,2,3,1,3,5,3,18880,5,0,11,3,0,24,2,2,22,6,4,14
1445,41,0,28,4,1,2,4,2,13570,0,0,23,4,1,21,3,3,20,7,0,10
1446,34,0,28,3,4,2,2,3,6712,1,0,21,4,2,8,2,3,8,7,1,7
1447,36,0,15,4,4,1,2,4,5406,1,0,24,4,1,15,4,2,15,12,11,11
1448,41,0,3,3,3,2,2,2,8938,2,0,11,3,1,14,5,3,5,4,0,4
