Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,13,4,3,2,4,2,17123,6,Yes,13,3,2,21,4,3,19,9,15,2
58,No,23,4,1,3,1,3,2372,1,No,12,3,2,2,3,3,2,2,2,2
32,Yes,7,2,4,3,2,3,4883,1,No,18,3,1,10,3,3,10,4,1,1
39,Yes,23,3,3,3,1,1,3904,0,No,13,3,0,6,2,3,5,2,0,3
30,No,6,3,1,2,2,4,4627,0,No,12,3,1,10,6,3,9,2,6,7
36,No,10,4,4,3,3,3,7094,3,No,12,3,0,10,0,3,7,7,1,7
46,No,1,2,4,3,1,1,3423,6,No,12,3,0,10,3,4,7,6,5,7
28,No,1,3,3,1,2,4,6674,0,No,11,3,3,10,6,3,9,8,7,5
50,No,28,3,4,3,4,1,16880,4,Yes,11,3,0,25,2,3,3,2,1,2
40,Yes,25,4,4,2,3,2,9094,2,Yes,12,3,0,9,2,3,5,4,1,0
52,Yes,5,3,2,3,3,2,8446,9,Yes,19,3,0,10,2,2,8,7,7,7
30,No,17,4,2,3,3,1,11916,1,Yes,23,4,2,9,2,3,9,1,0,8
39,No,18,2,1,3,2,3,4534,0,No,11,3,0,9,6,3,8,7,1,7
31,No,2,4,4,3,3,3,9852,1,Yes,19,3,1,10,5,2,10,8,9,6
41,No,10,2,3,1,2,2,6151,1,No,13,3,0,19,4,3,19,2,11,9
31,Yes,1,3,4,3,1,2,2302,1,Yes,11,3,0,3,2,4,3,2,2,2
44,Yes,3,3,1,3,1,1,2362,4,No,12,3,0,10,4,4,3,2,1,2
42,No,2,1,3,3,4,3,17861,0,Yes,13,3,0,21,3,2,20,8,2,10
55,No,2,2,4,1,5,3,19187,4,No,14,3,1,23,5,3,19,9,9,11
56,No,8,4,4,3,5,2,19717,6,No,14,3,0,36,4,3,7,3,7,7
40,No,16,2,3,3,1,3,3544,9,No,16,3,1,6,0,3,4,2,0,0
34,No,9,3,4,3,3,4,8500,0,No,11,3,1,10,0,2,9,7,1,6
40,No,2,3,3,3,2,4,4661,1,No,13,3,0,9,4,3,9,8,8,8
41,No,1,3,3,3,2,1,4103,0,No,17,3,1,10,2,3,9,3,1,7
35,No,4,4,3,3,2,3,4249,1,Yes,11,3,0,9,3,3,9,6,1,1
51,No,5,3,3,3,4,2,14026,1,Yes,11,3,1,33,2,3,33,9,0,10
38,No,2,2,2,3,2,1,6893,3,No,15,3,1,11,3,3,7,7,1,7
34,No,15,2,3,3,2,1,6125,1,No,12,3,0,10,6,4,10,8,9,6
25,No,19,1,4,3,1,4,3669,3,No,11,3,3,7,6,2,3,2,1,2
58,Yes,7,4,3,2,3,1,10008,7,Yes,14,3,0,31,0,2,10,9,5,9
40,No,1,4,2,3,1,2,2387,3,No,22,4,1,7,3,3,4,2,0,3
36,No,7,3,1,4,2,1,4639,2,No,16,3,1,17,2,2,15,7,6,13
48,No,4,3,4,3,3,4,7898,1,No,11,3,0,11,2,3,10,9,0,8
27,No,11,3,3,4,1,4,2534,8,No,14,3,1,5,4,3,1,0,0,0
51,No,11,2,4,2,4,2,13142,3,No,16,3,0,29,1,2,5,2,0,3
18,No,1,3,4,3,1,4,1611,1,No,15,3,0,0,5,4,0,0,0,0
35,No,1,3,4,2,2,4,5363,0,No,12,3,1,10,0,3,9,7,0,0
27,No,2,1,4,1,2,4,5071,3,No,20,4,0,8,3,3,6,2,0,0
55,Yes,13,4,1,4,4,3,13695,6,Yes,17,3,0,24,2,2,19,7,3,8
56,No,23,3,4,3,4,2,13402,4,Yes,12,3,1,33,0,3,19,16,15,9
34,No,26,1,1,2,1,3,2029,1,No,20,4,3,5,2,3,5,4,0,0
40,No,2,1,2,4,2,3,6377,5,No,20,4,3,15,0,3,12,11,11,8
34,No,29,3,2,3,2,3,5429,4,No,13,3,2,10,1,3,8,7,7,7
31,Yes,2,3,3,2,1,4,2785,7,No,14,3,0,3,3,4,1,0,0,0
35,Yes,18,4,4,3,2,3,4614,0,Yes,18,3,1,5,0,2,4,2,3,2
38,No,7,3,4,4,1,3,2610,1,No,11,3,3,4,2,3,4,2,0,3
34,No,2,4,3,3,2,4,6687,1,No,11,3,0,14,2,4,14,11,4,11
28,No,26,3,3,2,2,1,4724,1,No,11,3,1,5,0,3,5,3,0,4
31,Yes,22,4,4,3,2,3,6179,1,Yes,15,3,2,10,3,2,10,2,6,7
39,No,21,4,1,2,2,4,6120,3,Yes,12,3,2,8,2,4,5,4,1,4
51,No,2,3,2,3,3,2,10596,2,No,11,3,0,14,5,3,4,2,3,2
41,No,22,3,4,3,2,4,5467,3,Yes,14,3,2,12,4,2,6,2,3,3
37,No,4,1,3,3,1,3,2996,7,Yes,15,3,0,8,2,3,6,4,1,3
33,No,5,1,2,3,2,4,9998,6,No,13,3,0,8,2,4,5,4,1,2
32,No,2,1,3,3,2,2,4078,0,Yes,13,3,3,4,3,2,3,2,1,2
39,No,25,2,3,3,3,3,10920,3,No,21,4,1,13,2,3,6,4,0,5
25,No,18,1,1,4,2,3,6232,2,No,11,3,0,6,3,2,3,2,1,2
52,No,28,2,4,4,4,3,13247,2,Yes,11,3,1,24,3,2,5,3,0,2
43,No,6,3,1,2,2,3,4081,1,Yes,14,3,0,20,3,1,20,7,1,8
27,No,10,3,4,2,2,4,5769,1,Yes,11,3,0,6,3,3,6,2,4,4
27,Yes,17,4,4,3,1,3,2394,1,Yes,13,3,0,8,2,3,8,2,7,7
26,No,2,1,1,2,1,4,3904,0,No,12,3,0,5,2,3,4,3,1,1
42,No,10,3,3,3,4,1,16799,0,No,14,3,1,21,5,3,20,7,0,9
52,No,8,4,3,3,1,1,2950,9,No,13,3,0,12,2,1,5,4,0,4
37,No,11,3,1,3,1,3,3629,4,No,18,3,0,8,6,3,3,2,0,2
35,No,18,2,3,3,3,4,9362,2,No,11,3,0,10,2,3,2,2,2,2
25,No,1,3,1,3,1,4,3229,4,No,11,3,1,7,2,2,3,2,0,2
26,No,7,3,3,4,1,1,3578,0,No,12,3,0,8,2,3,7,7,0,7
29,No,17,3,2,2,3,1,7988,1,No,13,3,0,10,3,2,10,9,0,9
49,Yes,28,2,1,2,2,1,4284,3,No,20,4,0,20,2,3,4,3,1,3
29,Yes,14,1,3,3,3,4,7553,0,Yes,12,3,0,9,1,3,8,7,7,7
54,No,1,3,4,3,4,4,17328,6,No,19,3,0,29,3,2,20,7,12,7
58,No,1,3,4,3,5,1,19701,3,Yes,21,4,1,32,3,3,9,8,1,5
55,No,1,4,2,4,4,4,14732,2,No,13,3,2,31,4,4,7,7,0,0
36,No,3,4,1,3,2,2,9278,3,Yes,16,3,0,15,3,3,5,4,0,1
31,Yes,1,4,2,1,1,3,1359,1,No,12,3,0,1,3,3,1,0,0,0
30,No,7,4,4,3,2,1,4779,7,No,14,3,2,8,3,3,3,2,0,2
31,No,8,5,1,3,4,2,16422,3,No,11,3,0,9,3,4,3,2,1,0
34,No,1,4,4,3,1,1,2996,5,No,14,3,2,10,2,3,4,3,1,3
31,Yes,8,3,1,2,1,2,1261,1,No,12,3,0,1,3,4,1,0,0,0
27,No,11,1,2,3,1,1,2099,0,No,14,3,0,6,3,4,5,0,1,4
36,No,4,4,1,2,2,4,5810,1,No,16,3,0,10,2,2,10,4,1,8
36,No,16,4,3,2,2,1,5647,4,No,13,3,2,11,3,2,3,2,0,2
47,No,1,3,1,3,1,4,3420,7,No,12,3,1,17,2,2,6,5,1,2
25,Yes,9,2,1,2,1,1,4400,3,No,12,3,0,6,2,3,3,2,2,2
37,No,5,2,3,4,1,3,3500,0,No,14,3,0,7,2,1,6,5,1,3
56,No,1,2,1,3,1,1,2066,2,No,22,4,1,5,3,4,3,2,1,0
47,No,2,4,1,3,4,3,17169,3,No,19,3,2,26,2,4,20,17,5,6
24,No,4,1,4,3,2,3,4162,1,Yes,12,3,2,5,3,3,5,4,0,3
32,No,7,5,4,3,2,4,9204,4,No,12,3,1,7,3,2,4,3,0,3
34,No,1,3,4,2,1,2,3294,5,No,17,3,1,7,2,2,5,4,0,2
41,No,5,5,2,4,1,3,2127,2,Yes,12,3,0,7,5,2,4,2,0,3
40,No,9,4,3,3,2,3,3975,3,No,11,3,2,11,2,4,8,7,0,7
31,No,8,2,1,3,3,4,10793,1,No,18,3,1,13,5,3,13,7,9,9
46,Yes,9,3,1,3,3,4,10096,4,No,11,3,1,28,1,4,7,7,4,3
39,Yes,2,3,1,2,1,1,3646,2,Yes,23,4,0,11,2,4,1,0,0,0
31,Yes,1,5,3,4,3,2,7446,1,No,11,3,0,10,2,3,10,8,4,7
45,No,20,3,2,1,3,1,10851,2,Yes,18,3,1,24,2,3,7,7,0,7
31,No,8,2,4,4,1,2,2109,9,No,18,3,0,8,3,3,3,2,0,2
31,Yes,2,3,2,3,1,4,3722,6,Yes,13,3,1,7,2,1,2,2,2,2
45,No,29,3,2,3,3,4,9380,4,Yes,18,3,2,10,4,4,3,1,1,2
48,No,7,3,3,3,2,1,5486,4,No,11,3,3,15,3,3,2,2,2,2
34,Yes,9,4,1,3,1,3,2742,1,No,15,3,0,2,0,3,2,2,2,2
40,No,8,1,4,2,3,2,13757,2,No,11,3,1,16,5,3,9,8,4,8
28,No,5,3,4,3,2,1,8463,0,No,18,3,0,6,4,3,5,4,1,3
44,No,5,3,3,2,1,3,3162,3,No,14,3,0,7,5,3,5,2,0,3
53,No,2,3,4,4,4,2,16598,4,No,12,3,0,35,2,2,9,8,8,8
49,No,5,4,1,3,2,3,6651,2,No,14,3,1,20,0,2,3,2,1,2
40,No,2,3,3,3,1,3,2345,2,No,14,3,1,8,3,4,3,1,1,2
44,No,20,3,4,3,1,2,3420,1,No,13,3,0,6,3,2,5,2,1,3
33,No,7,3,4,3,2,1,4373,0,No,14,3,2,5,2,3,4,3,0,3
34,No,3,3,4,1,2,1,4759,3,No,18,3,0,15,2,3,13,9,3,12
30,No,16,1,4,3,2,3,5301,8,No,15,3,2,4,2,2,2,1,2,2
42,No,9,2,1,3,1,4,3673,1,No,13,3,0,12,3,3,12,9,5,8
44,No,1,5,1,3,2,3,4768,7,No,12,3,1,11,4,2,1,0,0,0
30,No,7,3,3,3,1,3,1274,1,No,13,3,2,1,2,2,1,0,0,0
57,No,1,2,2,4,2,3,4900,0,No,24,4,1,13,2,2,12,9,2,8
49,No,7,4,3,3,3,2,10466,3,No,14,3,2,29,3,3,8,7,0,7
34,No,15,3,2,3,4,1,17007,7,No,14,3,2,16,3,2,14,8,6,9
28,Yes,1,3,1,3,1,3,2909,3,No,15,3,1,5,3,4,3,2,1,2
29,Yes,13,3,1,3,2,2,5765,5,No,11,3,0,7,4,1,5,3,0,0
34,Yes,24,4,1,2,2,2,4599,0,Yes,23,4,0,16,2,4,15,9,10,10
35,No,7,1,4,3,1,3,2404,1,No,13,3,1,1,3,3,1,0,0,0
24,Yes,9,3,2,3,1,1,3172,2,Yes,11,3,0,4,2,2,0,0,0,0
24,No,13,2,4,3,1,2,2033,1,No,13,3,1,1,2,3,1,0,0,0
44,No,2,1,2,3,3,3,10209,5,Yes,18,3,0,16,2,2,2,2,2,2
29,No,19,3,3,2,2,3,8620,1,No,14,3,2,10,3,3,10,7,0,4
30,No,1,3,3,3,1,3,2064,0,No,21,4,1,6,3,4,5,3,1,3
55,No,4,4,4,3,2,3,4035,0,Yes,16,3,0,4,2,3,3,2,1,2
33,No,4,4,1,2,1,2,3838,8,No,11,3,0,8,5,3,5,4,0,2
47,No,14,3,3,3,2,3,4591,3,Yes,17,3,1,11,4,2,5,4,1,2
28,Yes,2,2,3,2,1,1,2561,7,No,11,3,0,8,2,2,0,0,0,0
28,No,1,3,1,2,1,3,1563,1,No,14,3,1,1,2,1,1,0,0,0
28,No,7,3,3,3,2,1,4898,0,No,14,3,0,5,5,3,4,2,1,3
49,No,3,2,3,2,2,1,4789,4,No,25,4,1,10,3,3,3,2,1,2
29,No,2,1,4,3,1,2,3180,0,No,13,3,3,4,3,3,3,2,0,2
28,No,29,1,3,1,2,2,6549,1,No,14,3,2,8,2,2,8,6,1,7
33,No,8,5,4,3,2,3,6388,2,Yes,17,3,0,14,6,3,0,0,0,0
32,No,10,3,3,3,3,4,11244,2,No,25,4,0,10,5,4,5,2,0,0
54,No,11,4,2,3,4,4,16032,3,No,20,4,1,26,2,3,14,9,1,12
29,Yes,1,4,1,2,1,1,2362,6,No,13,3,0,11,2,1,9,7,0,7
44,No,28,3,4,3,4,1,16328,3,No,13,3,1,24,1,4,20,6,14,17
39,No,6,3,2,3,3,2,8376,4,No,18,3,0,9,3,3,2,0,2,2
46,No,3,3,3,3,4,2,16606,8,No,12,3,1,23,2,4,13,12,5,1
35,No,16,3,4,2,3,2,8606,1,No,19,3,0,11,3,1,11,8,3,3
23,No,20,1,1,3,2,3,2272,0,No,14,3,0,5,2,3,4,3,1,2
40,Yes,9,4,4,3,1,1,2018,3,No,14,3,0,15,3,1,5,4,1,0
34,No,1,3,4,2,3,3,7083,1,Yes,14,3,0,10,3,3,10,9,8,6
31,Yes,3,3,4,3,1,3,4084,1,No,12,3,0,7,2,1,7,2,7,7
50,No,22,5,3,1,4,4,14411,1,Yes,13,3,0,32,2,3,32,6,13,9
34,No,7,2,2,3,1,3,2308,0,Yes,25,4,1,12,4,3,11,10,5,7
42,No,2,3,3,2,1,2,4841,4,No,14,3,1,4,3,3,1,0,0,0
37,No,13,3,1,3,2,4,4285,1,No,17,3,0,10,2,3,10,8,3,7
29,No,8,1,3,1,2,1,9715,3,No,13,3,1,9,3,3,7,7,0,7
33,No,25,3,4,2,2,2,4320,1,No,13,3,0,5,2,3,5,3,0,2
45,No,28,3,4,3,1,4,2132,4,No,20,4,1,8,3,3,5,4,0,3
42,No,2,3,4,3,3,4,10124,2,Yes,14,3,1,24,3,1,20,8,13,9
40,No,9,2,1,3,2,1,5473,0,No,12,3,0,9,5,4,8,4,7,1
33,No,28,4,2,3,2,3,5207,1,Yes,12,3,1,15,3,3,15,14,5,7
40,No,6,2,3,3,4,4,16437,1,Yes,21,4,0,21,2,3,21,7,7,7
24,No,21,2,3,2,1,1,2296,0,No,14,3,3,2,3,3,1,1,0,0
40,No,8,2,4,3,2,4,4069,3,Yes,18,3,0,8,2,3,2,2,2,2
45,No,1,4,1,3,3,2,7441,1,No,12,3,3,10,4,3,10,8,7,7
35,No,28,4,2,2,1,3,2430,0,No,23,4,2,6,5,3,5,3,4,2
32,No,5,2,4,2,2,2,5878,3,No,12,3,1,12,2,3,7,1,2,5
36,No,2,4,3,3,1,4,2644,3,Yes,21,4,0,7,3,2,3,2,1,2
48,No,16,4,3,3,2,3,6439,8,No,14,3,1,18,2,3,8,7,7,7
29,No,9,3,3,4,1,3,2451,6,No,18,3,2,5,2,2,1,0,0,0
33,No,8,4,1,3,2,1,6392,2,No,13,3,1,8,6,1,2,2,2,2
30,Yes,1,3,2,2,2,1,9714,1,No,11,3,1,10,4,3,10,8,6,7
38,No,10,4,3,3,2,3,6077,3,No,11,3,0,10,2,3,6,3,1,2
35,No,1,3,4,2,1,1,2450,1,No,19,3,0,3,3,3,3,0,1,2
30,No,29,4,3,3,3,2,9250,3,No,12,3,1,9,3,3,4,2,1,3
35,Yes,2,3,1,3,1,1,2074,1,Yes,12,3,1,1,2,3,1,0,0,0
53,Yes,2,5,3,2,3,4,10169,0,No,16,3,1,34,4,3,33,7,1,9
38,Yes,2,3,3,3,2,2,4855,4,No,11,3,2,7,2,3,5,2,1,4
32,No,1,4,4,3,2,1,4087,4,No,14,3,1,9,3,2,6,5,1,2
48,No,15,4,3,3,1,1,2367,8,No,12,3,1,10,3,2,8,2,7,6
34,No,7,4,1,3,1,4,2972,1,No,13,3,0,1,4,1,1,0,0,0
55,No,26,5,3,2,5,4,19586,1,No,21,4,1,36,3,3,36,6,2,13
34,No,1,4,2,3,2,4,5484,9,No,17,3,1,9,3,2,2,2,2,1
26,No,3,3,1,3,1,4,2061,1,No,21,4,0,1,5,3,1,0,0,0
38,No,14,3,3,3,2,2,9924,0,No,11,3,1,10,3,3,9,8,7,7
38,No,16,3,2,3,2,2,4198,2,No,12,3,0,8,5,4,3,2,1,2
36,No,1,4,2,3,2,3,6815,6,No,13,3,0,15,5,3,1,0,0,0
29,No,3,1,2,3,1,1,4723,1,Yes,18,3,0,10,3,3,10,9,1,5
35,No,10,4,1,3,2,3,6142,3,Yes,16,3,0,10,4,3,5,2,0,4
39,No,6,3,4,4,3,3,8237,2,No,11,3,1,11,3,3,7,6,7,6
29,No,2,1,1,3,2,4,8853,1,No,19,3,1,6,0,4,6,4,1,3
50,No,9,3,3,3,5,3,19331,4,Yes,16,3,1,27,2,3,1,0,0,0
23,No,10,3,4,4,1,3,2073,2,No,16,3,1,4,2,3,2,2,2,2
36,No,6,4,1,4,2,1,5562,3,Yes,13,3,1,9,3,3,3,2,0,2
42,No,9,2,4,2,5,4,19613,8,No,22,4,0,24,2,3,1,0,0,1
35,No,28,3,2,4,2,3,3407,1,No,17,3,2,10,3,2,10,9,6,8
34,No,10,4,4,2,2,3,5063,1,No,14,3,1,8,3,2,8,2,7,7
40,No,14,2,4,3,2,1,4639,1,No,15,3,1,5,2,3,5,4,1,2
43,No,27,3,4,4,1,2,4876,5,No,12,3,1,8,0,3,6,4,0,2
35,No,7,2,3,2,1,4,2690,1,No,18,3,1,1,5,2,1,0,0,1
46,No,1,4,4,4,4,1,17567,1,No,15,3,0,27,5,1,26,0,0,12
28,Yes,24,3,3,3,1,2,2408,1,Yes,17,3,3,1,3,3,1,1,0,0
22,No,26,2,2,2,1,3,2814,1,Yes,14,3,0,4,2,2,4,2,1,3
50,No,20,5,2,3,4,3,11245,2,Yes,15,3,1,32,3,3,30,8,12,13
32,No,5,4,2,4,1,4,3312,3,No,17,3,2,6,3,3,3,2,0,2
44,No,7,3,2,3,5,4,19049,0,Yes,14,3,1,23,4,2,22,7,1,10
30,No,7,3,2,2,1,2,2141,1,No,12,3,1,6,3,2,6,4,1,1
45,No,5,5,3,1,2,1,5769,1,Yes,14,3,0,10,3,3,10,7,1,4
45,No,26,3,1,2,2,1,4385,1,No,15,3,1,10,2,3,10,7,4,5
31,No,2,4,4,3,2,1,5332,7,No,13,3,0,10,3,3,5,2,0,3
36,No,12,4,3,3,2,3,4663,9,Yes,12,3,2,7,2,3,3,2,1,1
34,No,10,4,3,4,2,4,4724,1,No,13,3,1,9,3,3,9,7,7,2
49,No,25,4,3,3,1,1,3211,1,No,14,3,1,10,3,2,9,6,1,4
39,No,10,5,2,3,2,1,5377,2,No,13,3,3,10,3,3,7,7,7,7
27,No,19,3,4,2,1,1,4066,1,No,11,3,2,7,3,3,7,7,0,7
35,No,18,5,2,4,2,1,5208,1,No,11,3,0,16,2,3,16,15,1,10
28,No,27,3,2,1,2,1,4877,0,No,21,4,1,6,5,2,5,3,0,0
21,No,5,1,3,3,1,4,3117,1,No,18,3,0,3,2,3,2,2,2,2
18,Yes,3,2,2,3,1,4,1569,1,Yes,12,3,0,0,2,4,0,0,0,0
47,No,26,4,4,3,5,3,19658,3,No,11,3,1,27,2,3,5,2,1,0
39,No,3,2,3,2,2,3,3069,0,No,15,3,1,11,3,3,10,8,0,7
40,No,15,3,1,2,3,3,10435,1,No,13,3,2,18,2,3,18,15,14,12
35,No,8,4,3,3,2,3,4148,1,No,12,3,1,15,5,3,14,11,2,9
37,No,19,3,3,3,2,3,5768,3,No,17,3,3,9,2,2,4,3,0,2
39,No,4,3,1,3,2,3,5042,0,No,13,3,0,10,2,1,9,2,3,8
45,No,2,2,4,2,2,4,5770,1,No,19,3,2,10,3,3,10,7,3,9
38,No,2,2,4,2,3,3,7756,3,Yes,19,3,1,10,6,4,5,4,0,2
35,Yes,10,3,4,2,3,1,10306,9,No,17,3,0,15,3,3,13,12,6,0
37,No,10,3,2,3,1,2,3936,1,No,11,3,1,8,2,1,8,4,7,7
40,No,16,3,3,3,3,4,7945,6,Yes,15,3,0,18,2,2,4,2,3,3
44,No,1,5,1,3,2,4,5743,4,Yes,11,3,0,14,3,3,10,7,0,2
48,No,4,5,3,2,4,4,15202,2,No,25,4,1,23,3,3,2,2,2,2
35,Yes,15,2,1,1,2,4,5440,6,Yes,14,3,2,7,2,2,2,2,2,2
24,No,2,1,1,3,1,4,3760,1,Yes,13,3,0,6,2,3,6,3,1,3
27,No,8,3,2,4,1,3,3517,7,No,17,3,0,5,0,3,3,2,0,2
27,No,2,3,4,3,1,4,2580,2,No,13,3,0,6,0,2,4,2,1,2
40,Yes,7,3,1,3,1,1,2166,3,Yes,14,3,0,10,3,1,4,2,0,3
29,No,10,3,3,2,2,3,5869,9,No,11,3,0,8,2,3,5,2,1,4
36,No,5,4,2,3,3,1,8008,4,No,12,3,2,9,6,3,3,2,0,2
25,No,2,1,4,4,2,3,5206,1,No,17,3,2,7,6,3,7,7,0,7
39,No,12,3,4,3,2,2,5295,4,No,21,4,0,7,3,3,5,4,1,0
49,No,22,4,1,3,4,2,16413,3,No,16,3,2,27,2,3,4,2,1,2
50,No,17,5,4,2,3,1,13269,5,No,15,3,3,19,3,3,14,11,1,11
20,No,2,3,3,3,1,3,2783,1,No,19,3,0,2,3,3,2,2,2,2
34,No,3,3,4,3,2,2,5433,1,No,12,3,1,11,2,3,11,8,7,9
36,No,7,3,1,3,1,2,2013,2,No,11,3,0,15,4,3,4,3,1,3
49,No,6,1,3,2,4,3,13966,2,Yes,19,3,1,30,3,3,15,11,2,12
36,No,1,4,4,2,2,3,4374,0,No,15,3,0,4,6,3,3,2,1,2
36,No,3,2,4,4,2,1,6842,6,No,20,4,1,13,3,3,5,4,0,4
54,No,22,5,2,3,4,3,17426,3,No,25,4,1,36,6,3,10,8,4,7
43,No,15,2,3,2,4,3,17603,1,No,24,4,1,14,3,3,14,10,6,11
35,Yes,12,4,4,3,2,4,4581,3,Yes,24,4,0,13,2,4,11,9,6,7
38,No,1,3,4,3,2,4,4735,7,No,15,3,2,19,4,4,13,11,2,9
29,No,5,3,1,2,2,2,4187,1,Yes,13,3,1,10,3,2,10,0,0,9
33,No,2,4,4,3,2,4,5505,1,No,14,3,2,6,5,3,6,2,0,4
32,No,2,3,4,3,2,2,5470,0,No,13,3,2,10,4,2,9,5,1,6
31,No,5,4,1,3,2,4,5476,1,No,11,3,2,10,2,3,10,0,0,2
49,No,16,3,4,3,1,1,2587,4,Yes,16,3,1,17,2,2,2,2,2,2
38,No,2,3,4,2,1,2,2440,1,No,22,4,0,4,3,3,4,3,3,3
47,No,2,4,2,4,4,2,15972,6,No,14,3,3,29,2,3,3,2,1,2
49,No,1,3,3,3,4,3,15379,4,No,14,3,0,23,2,3,8,7,0,0
41,No,23,2,4,3,3,3,7082,3,Yes,16,3,0,21,2,3,2,0,0,2
20,No,9,1,4,3,1,1,2728,1,No,11,3,0,2,3,3,2,2,0,2
33,No,16,3,3,3,2,4,5368,1,Yes,25,4,1,7,2,3,6,5,1,2
36,No,26,4,1,3,2,3,5347,6,No,14,3,2,10,2,2,3,2,0,2
44,No,1,3,3,3,1,4,3195,4,Yes,18,3,3,8,2,3,2,2,2,2
23,Yes,8,1,4,2,1,3,3989,1,Yes,11,3,0,5,2,3,5,4,1,2
38,No,4,2,4,3,1,3,3306,7,No,19,3,1,7,5,2,0,0,0,0
53,No,24,4,2,4,3,4,7005,3,No,15,3,0,11,2,3,4,3,1,2
48,Yes,7,2,4,3,1,3,2655,2,Yes,11,3,2,19,3,3,9,7,7,7
32,Yes,2,4,4,3,1,2,1393,1,No,12,3,0,1,2,3,1,0,0,0
26,No,7,3,4,3,1,4,2570,1,No,20,4,0,7,5,3,7,7,5,7
55,No,22,3,1,2,1,2,3537,5,No,12,3,1,8,1,3,4,2,1,2
34,No,5,2,2,2,2,4,3986,1,No,14,3,1,15,3,4,15,10,4,13
60,No,1,4,3,1,3,4,10883,3,No,20,4,1,19,2,4,1,0,0,0
33,No,21,3,2,4,1,2,2028,1,No,18,3,3,14,6,3,14,11,2,13
37,No,1,4,3,1,2,4,9525,1,No,14,3,2,6,2,2,6,3,1,3
34,No,19,3,2,2,1,4,2929,1,No,12,3,0,10,3,3,10,9,8,7
23,Yes,7,3,3,3,1,4,2275,1,Yes,21,4,1,3,2,3,3,2,0,2
44,No,2,3,3,4,3,4,7879,1,Yes,19,3,1,9,2,3,8,7,6,7
35,No,2,4,1,2,1,4,4930,0,Yes,14,3,0,6,2,4,5,4,1,4
43,No,2,3,4,3,2,4,7847,1,Yes,17,3,1,10,3,3,10,9,8,8
24,No,9,3,3,4,1,3,4401,1,No,16,3,1,5,1,3,5,3,0,4
41,No,6,3,4,3,3,3,9241,1,No,12,3,0,10,3,3,10,8,8,7
29,No,9,4,4,3,1,3,2974,9,No,17,3,1,9,2,3,5,3,1,2
36,No,2,4,3,3,2,4,4502,3,No,15,3,0,17,2,2,13,7,6,7
45,No,1,1,3,2,3,3,10748,3,No,23,4,1,25,3,2,23,15,14,4
24,Yes,22,1,4,1,1,3,1555,1,No,11,3,1,1,2,3,1,0,0,0
47,Yes,9,3,3,1,4,3,12936,7,No,11,3,0,25,3,1,23,5,14,10
26,No,17,4,4,1,1,3,2305,1,No,15,3,3,3,3,4,3,2,0,2
45,No,28,2,4,2,4,2,16704,1,No,11,3,0,21,2,3,21,6,8,6
32,No,10,3,1,3,1,3,3433,6,No,13,3,1,10,3,2,5,2,1,3
31,No,2,4,2,3,1,3,3477,1,No,14,3,1,6,2,4,5,2,0,3
41,No,4,3,3,1,2,2,6430,6,No,19,3,1,10,4,3,3,2,1,2
40,No,8,2,2,3,2,1,6516,2,Yes,16,3,1,18,3,3,1,0,0,0
24,No,29,1,2,3,1,1,3907,1,No,13,3,3,6,2,4,6,2,1,2
46,No,13,4,3,3,2,2,5562,6,No,14,3,0,19,3,3,10,7,0,9
35,No,27,4,4,3,2,3,6883,2,No,16,3,1,17,3,3,7,7,0,7
30,No,16,1,2,3,1,4,2862,1,No,12,3,1,10,2,2,10,0,0,8
47,No,2,4,3,3,2,2,4978,7,No,11,3,1,4,3,1,1,0,0,0
46,No,2,3,3,3,3,4,10368,4,Yes,12,3,1,13,5,2,10,6,0,3
36,Yes,13,5,2,2,2,1,6134,5,Yes,13,3,3,16,3,3,2,2,2,2
32,Yes,1,2,1,1,2,2,6735,6,No,15,3,0,10,2,3,0,0,0,0
23,No,4,1,3,3,1,2,3295,1,No,13,3,0,3,3,1,3,2,1,2
31,No,24,1,4,3,2,4,5238,2,No,20,4,0,9,3,2,5,4,1,4
39,No,1,3,4,3,2,4,6472,1,Yes,15,3,1,9,2,3,9,8,5,8
32,No,19,3,4,1,3,3,9610,3,No,13,3,1,10,2,1,4,3,0,2
40,No,7,4,2,3,5,2,19833,1,No,14,3,0,21,3,2,21,8,12,8
45,No,4,3,3,1,3,3,9756,4,No,21,4,2,9,2,4,5,0,0,3
30,No,2,4,4,2,1,1,4968,0,No,16,3,0,10,2,3,9,7,0,7
24,No,10,3,1,3,1,4,2145,0,No,14,3,1,3,2,3,2,2,2,1
30,Yes,8,3,3,2,1,4,2180,6,No,11,3,1,6,0,2,4,2,1,2
31,No,5,3,1,3,2,3,8346,1,No,19,3,1,6,3,3,5,2,0,2
27,No,8,3,3,3,1,4,3445,1,No,11,3,0,6,5,2,6,2,1,4
29,Yes,9,3,2,1,1,2,2760,1,No,13,3,0,2,3,3,2,2,2,2
29,No,1,3,4,4,2,3,6294,8,Yes,12,3,0,10,5,4,3,2,0,2
30,No,15,2,3,2,3,1,7140,2,No,11,3,1,12,2,3,7,7,1,7
